protocol_value,watai_proportion,merged_proportion,chi2_statistic,chi2_pvalue
16.28,0.00019,0.0,400000.0,0.0
16.29,0.000105,0.0,400000.0,0.0
16.3,0.000115,0.0,400000.0,0.0
16.32,0.000215,0.0,400000.0,0.0
16.33,0.000195,0.0,400000.0,0.0
16.34,0.000515,0.0,400000.0,0.0
16.35,0.000355,0.0,400000.0,0.0
16.352942,5e-06,0.0,400000.0,0.0
16.36,0.001835,0.0,400000.0,0.0
16.37,5e-06,0.0,400000.0,0.0
16.38,0.000185,0.0,400000.0,0.0
16.39,0.00031,0.0,400000.0,0.0
16.4,0.000235,0.0,400000.0,0.0
16.41,0.00043,0.0,400000.0,0.0
16.44,0.00028,0.0,400000.0,0.0
16.45,0.000805,0.0,400000.0,0.0
16.46,0.000325,0.0,400000.0,0.0
16.467741,5e-06,0.0,400000.0,0.0
16.47619,5e-06,0.0,400000.0,0.0
16.479166,5e-06,0.0,400000.0,0.0
16.49,0.00044,0.0,400000.0,0.0
16.5,0.0006,0.0,400000.0,0.0
16.51,0.000855,0.0,400000.0,0.0
16.52,0.002655,0.0,400000.0,0.0
16.55,0.00077,0.0,400000.0,0.0
16.56,0.00135,0.0,400000.0,0.0
16.57,0.00087,0.0,400000.0,0.0
16.585365,5e-06,0.0,400000.0,0.0
16.60606,5e-06,0.0,400000.0,0.0
16.607143,5e-06,0.0,400000.0,0.0
16.61,0.00081,0.0,400000.0,0.0
16.62,0.00063,0.0,400000.0,0.0
16.638298,5e-06,0.0,400000.0,0.0
16.66,0.002325,0.0,400000.0,0.0
16.67,0.004595,0.0,400000.0,0.0
16.68,0.0056,0.0,400000.0,0.0
16.696428,5e-06,0.0,400000.0,0.0
16.7,1e-05,0.0,400000.0,0.0
16.717173,5e-06,0.0,400000.0,0.0
16.72,0.00253,0.0,400000.0,0.0
16.725,5e-06,0.0,400000.0,0.0
16.725807,5e-06,0.0,400000.0,0.0
16.73,0.002075,0.0,400000.0,0.0
16.74,5e-06,0.0,400000.0,0.0
16.742424,5e-06,0.0,400000.0,0.0
16.747126,5e-06,0.0,400000.0,0.0
16.78,0.007055,0.0,400000.0,0.0
16.782051,5e-06,0.0,400000.0,0.0
16.784313,5e-06,0.0,400000.0,0.0
16.792208,5e-06,0.0,400000.0,0.0
16.795181,5e-06,0.0,400000.0,0.0
16.8,5e-06,0.0,400000.0,0.0
16.83,0.0146,0.0,400000.0,0.0
16.833334,5e-06,0.0,400000.0,0.0
16.84,0.014115,0.0,400000.0,0.0
16.85,3.5e-05,0.0,400000.0,0.0
16.865854,5e-06,0.0,400000.0,0.0
16.89,0.02434,0.0,400000.0,0.0
17,0.0,0.240225,400000.0,0.0
17.0,0.213665,0.0,400000.0,0.0
17.85,5e-06,0.0,400000.0,0.0
18.24,5e-06,0.0,400000.0,0.0
18.64,5e-06,0.0,400000.0,0.0
18.9,5e-06,0.0,400000.0,0.0
2.0,2e-05,0.0,400000.0,0.0
2.01,5e-06,0.0,400000.0,0.0
2.02,3.5e-05,0.0,400000.0,0.0
2.03,2e-05,0.0,400000.0,0.0
2.04,2.5e-05,0.0,400000.0,0.0
2.05,3.5e-05,0.0,400000.0,0.0
2.06,3.5e-05,0.0,400000.0,0.0
2.07,1e-05,0.0,400000.0,0.0
2.08,2e-05,0.0,400000.0,0.0
2.09,5e-06,0.0,400000.0,0.0
2.1,5e-06,0.0,400000.0,0.0
2.11,1.5e-05,0.0,400000.0,0.0
2.1162791,5e-06,0.0,400000.0,0.0
2.12,3e-05,0.0,400000.0,0.0
2.13,1.5e-05,0.0,400000.0,0.0
2.14,2.5e-05,0.0,400000.0,0.0
2.15,5e-06,0.0,400000.0,0.0
2.16,2.5e-05,0.0,400000.0,0.0
2.17,5e-06,0.0,400000.0,0.0
2.18,1e-05,0.0,400000.0,0.0
2.19,5e-06,0.0,400000.0,0.0
2.2,1.5e-05,0.0,400000.0,0.0
2.21,2e-05,0.0,400000.0,0.0
2.22,1e-05,0.0,400000.0,0.0
2.23,1e-05,0.0,400000.0,0.0
2.24,5e-06,0.0,400000.0,0.0
2.25,1.5e-05,0.0,400000.0,0.0
2.26,1e-05,0.0,400000.0,0.0
2.27,1.5e-05,0.0,400000.0,0.0
2.28,3e-05,0.0,400000.0,0.0
2.3,1e-05,0.0,400000.0,0.0
2.31,1e-05,0.0,400000.0,0.0
2.33,1.5e-05,0.0,400000.0,0.0
2.34,1e-05,0.0,400000.0,0.0
2.35,1e-05,0.0,400000.0,0.0
2.37,1e-05,0.0,400000.0,0.0
2.38,1.5e-05,0.0,400000.0,0.0
2.39,1e-05,0.0,400000.0,0.0
2.4,1e-05,0.0,400000.0,0.0
2.41,2.5e-05,0.0,400000.0,0.0
2.42,1e-05,0.0,400000.0,0.0
2.43,2e-05,0.0,400000.0,0.0
2.44,1e-05,0.0,400000.0,0.0
2.45,5e-06,0.0,400000.0,0.0
2.46,5e-06,0.0,400000.0,0.0
2.47,5e-06,0.0,400000.0,0.0
2.48,5e-06,0.0,400000.0,0.0
2.49,2e-05,0.0,400000.0,0.0
2.5,1.5e-05,0.0,400000.0,0.0
2.53,1e-05,0.0,400000.0,0.0
2.54,1e-05,0.0,400000.0,0.0
2.55,2e-05,0.0,400000.0,0.0
2.56,5e-06,0.0,400000.0,0.0
2.57,1e-05,0.0,400000.0,0.0
2.58,1e-05,0.0,400000.0,0.0
2.6,1.5e-05,0.0,400000.0,0.0
2.62,5e-06,0.0,400000.0,0.0
2.63,5e-06,0.0,400000.0,0.0
2.64,5e-06,0.0,400000.0,0.0
2.65,1e-05,0.0,400000.0,0.0
2.67,5e-06,0.0,400000.0,0.0
2.68,1e-05,0.0,400000.0,0.0
2.69,1e-05,0.0,400000.0,0.0
2.7,1.5e-05,0.0,400000.0,0.0
2.71,5e-06,0.0,400000.0,0.0
2.72,2e-05,0.0,400000.0,0.0
2.74,1.5e-05,0.0,400000.0,0.0
2.75,1e-05,0.0,400000.0,0.0
2.76,5e-06,0.0,400000.0,0.0
2.77,1e-05,0.0,400000.0,0.0
2.78,1e-05,0.0,400000.0,0.0
2.79,1e-05,0.0,400000.0,0.0
2.81,1e-05,0.0,400000.0,0.0
2.82,5e-06,0.0,400000.0,0.0
2.83,1.5e-05,0.0,400000.0,0.0
2.84,1e-05,0.0,400000.0,0.0
2.85,5e-06,0.0,400000.0,0.0
2.86,1.5e-05,0.0,400000.0,0.0
2.89,5e-06,0.0,400000.0,0.0
2.9,1e-05,0.0,400000.0,0.0
2.91,5e-06,0.0,400000.0,0.0
2.93,1.5e-05,0.0,400000.0,0.0
2.96,5e-06,0.0,400000.0,0.0
2.97,5e-06,0.0,400000.0,0.0
2.98,1e-05,0.0,400000.0,0.0
2.99,5e-06,0.0,400000.0,0.0
20.06,5e-06,0.0,400000.0,0.0
20.53,5e-06,0.0,400000.0,0.0
20.67,5e-06,0.0,400000.0,0.0
23.29,5e-06,0.0,400000.0,0.0
24.32,5e-06,0.0,400000.0,0.0
24.5,5e-06,0.0,400000.0,0.0
24.92,5e-06,0.0,400000.0,0.0
25.04,5e-06,0.0,400000.0,0.0
25.19,5e-06,0.0,400000.0,0.0
25.67,5e-06,0.0,400000.0,0.0
26.11,5e-06,0.0,400000.0,0.0
26.35,5e-06,0.0,400000.0,0.0
26.54,5e-06,0.0,400000.0,0.0
26.73,5e-06,0.0,400000.0,0.0
26.84,5e-06,0.0,400000.0,0.0
26.9,5e-06,0.0,400000.0,0.0
26.91,5e-06,0.0,400000.0,0.0
27.07,5e-06,0.0,400000.0,0.0
27.14,5e-06,0.0,400000.0,0.0
27.17,5e-06,0.0,400000.0,0.0
27.59,5e-06,0.0,400000.0,0.0
27.97,5e-06,0.0,400000.0,0.0
28.11,5e-06,0.0,400000.0,0.0
28.14,5e-06,0.0,400000.0,0.0
28.22,5e-06,0.0,400000.0,0.0
28.55,5e-06,0.0,400000.0,0.0
28.96,5e-06,0.0,400000.0,0.0
28.97,5e-06,0.0,400000.0,0.0
29.22,5e-06,0.0,400000.0,0.0
29.52,5e-06,0.0,400000.0,0.0
29.68,1e-05,0.0,400000.0,0.0
29.77,5e-06,0.0,400000.0,0.0
3.0,1e-05,0.0,400000.0,0.0
3.03,5e-06,0.0,400000.0,0.0
3.04,5e-06,0.0,400000.0,0.0
3.11,5e-06,0.0,400000.0,0.0
3.15,2e-05,0.0,400000.0,0.0
3.16,5e-06,0.0,400000.0,0.0
3.18,5e-06,0.0,400000.0,0.0
3.21,5e-06,0.0,400000.0,0.0
3.23,5e-06,0.0,400000.0,0.0
3.26,5e-06,0.0,400000.0,0.0
3.27,5e-06,0.0,400000.0,0.0
3.29,1e-05,0.0,400000.0,0.0
3.3,1e-05,0.0,400000.0,0.0
3.31,5e-06,0.0,400000.0,0.0
3.32,5e-06,0.0,400000.0,0.0
3.33,1e-05,0.0,400000.0,0.0
3.34,1e-05,0.0,400000.0,0.0
3.36,5e-06,0.0,400000.0,0.0
3.37,1e-05,0.0,400000.0,0.0
3.38,5e-06,0.0,400000.0,0.0
3.39,5e-06,0.0,400000.0,0.0
3.4,5e-06,0.0,400000.0,0.0
3.44,5e-06,0.0,400000.0,0.0
3.45,1e-05,0.0,400000.0,0.0
3.46,5e-06,0.0,400000.0,0.0
3.47,5e-06,0.0,400000.0,0.0
3.5,1e-05,0.0,400000.0,0.0
3.51,5e-06,0.0,400000.0,0.0
3.52,1e-05,0.0,400000.0,0.0
3.53,1.5e-05,0.0,400000.0,0.0
3.54,5e-06,0.0,400000.0,0.0
3.55,1e-05,0.0,400000.0,0.0
3.59,5e-06,0.0,400000.0,0.0
3.6,1.5e-05,0.0,400000.0,0.0
3.61,5e-06,0.0,400000.0,0.0
3.62,1e-05,0.0,400000.0,0.0
3.66,1e-05,0.0,400000.0,0.0
3.67,5e-06,0.0,400000.0,0.0
3.7,2e-05,0.0,400000.0,0.0
3.72,5e-06,0.0,400000.0,0.0
3.76,1e-05,0.0,400000.0,0.0
3.78,5e-06,0.0,400000.0,0.0
3.8,1e-05,0.0,400000.0,0.0
3.81,5e-06,0.0,400000.0,0.0
3.86,5e-06,0.0,400000.0,0.0
3.93,1e-05,0.0,400000.0,0.0
3.95,5e-06,0.0,400000.0,0.0
3.98,5e-06,0.0,400000.0,0.0
30.04,5e-06,0.0,400000.0,0.0
30.11,5e-06,0.0,400000.0,0.0
30.16,5e-06,0.0,400000.0,0.0
30.36,5e-06,0.0,400000.0,0.0
30.38,5e-06,0.0,400000.0,0.0
30.46,5e-06,0.0,400000.0,0.0
30.64,5e-06,0.0,400000.0,0.0
30.76,5e-06,0.0,400000.0,0.0
30.83,1e-05,0.0,400000.0,0.0
31.01,5e-06,0.0,400000.0,0.0
31.02,5e-06,0.0,400000.0,0.0
31.04,1e-05,0.0,400000.0,0.0
31.1,5e-06,0.0,400000.0,0.0
31.12,5e-06,0.0,400000.0,0.0
31.17,5e-06,0.0,400000.0,0.0
31.18,5e-06,0.0,400000.0,0.0
31.46,5e-06,0.0,400000.0,0.0
31.48,5e-06,0.0,400000.0,0.0
31.49,5e-06,0.0,400000.0,0.0
31.57,5e-06,0.0,400000.0,0.0
31.62,5e-06,0.0,400000.0,0.0
31.67,5e-06,0.0,400000.0,0.0
31.75,5e-06,0.0,400000.0,0.0
31.82,1e-05,0.0,400000.0,0.0
31.83,5e-06,0.0,400000.0,0.0
31.98,5e-06,0.0,400000.0,0.0
32.0,5e-06,0.0,400000.0,0.0
32.12,5e-06,0.0,400000.0,0.0
32.27,5e-06,0.0,400000.0,0.0
32.28,5e-06,0.0,400000.0,0.0
32.32,5e-06,0.0,400000.0,0.0
32.44,5e-06,0.0,400000.0,0.0
32.46,5e-06,0.0,400000.0,0.0
32.68,5e-06,0.0,400000.0,0.0
32.86,5e-06,0.0,400000.0,0.0
33.05,5e-06,0.0,400000.0,0.0
33.07,5e-06,0.0,400000.0,0.0
33.2,1e-05,0.0,400000.0,0.0
33.25,5e-06,0.0,400000.0,0.0
33.31,5e-06,0.0,400000.0,0.0
33.55,5e-06,0.0,400000.0,0.0
33.57,5e-06,0.0,400000.0,0.0
33.63,1e-05,0.0,400000.0,0.0
34.03,1e-05,0.0,400000.0,0.0
34.12,5e-06,0.0,400000.0,0.0
34.37,5e-06,0.0,400000.0,0.0
34.53,5e-06,0.0,400000.0,0.0
34.68,5e-06,0.0,400000.0,0.0
34.76,5e-06,0.0,400000.0,0.0
34.77,5e-06,0.0,400000.0,0.0
34.86,5e-06,0.0,400000.0,0.0
34.87,5e-06,0.0,400000.0,0.0
34.92,5e-06,0.0,400000.0,0.0
34.96,5e-06,0.0,400000.0,0.0
35.04,1e-05,0.0,400000.0,0.0
35.07,5e-06,0.0,400000.0,0.0
35.2,5e-06,0.0,400000.0,0.0
35.23,5e-06,0.0,400000.0,0.0
35.24,5e-06,0.0,400000.0,0.0
35.25,5e-06,0.0,400000.0,0.0
35.42,5e-06,0.0,400000.0,0.0
35.44,1e-05,0.0,400000.0,0.0
35.45,5e-06,0.0,400000.0,0.0
35.48,5e-06,0.0,400000.0,0.0
35.57,5e-06,0.0,400000.0,0.0
35.62,5e-06,0.0,400000.0,0.0
35.63,5e-06,0.0,400000.0,0.0
35.67,5e-06,0.0,400000.0,0.0
35.69,5e-06,0.0,400000.0,0.0
35.7,1e-05,0.0,400000.0,0.0
35.8,5e-06,0.0,400000.0,0.0
35.83,5e-06,0.0,400000.0,0.0
36.01,5e-06,0.0,400000.0,0.0
36.16,5e-06,0.0,400000.0,0.0
36.3,5e-06,0.0,400000.0,0.0
36.32,5e-06,0.0,400000.0,0.0
36.46,5e-06,0.0,400000.0,0.0
36.49,5e-06,0.0,400000.0,0.0
36.5,5e-06,0.0,400000.0,0.0
36.55,5e-06,0.0,400000.0,0.0
36.68,5e-06,0.0,400000.0,0.0
36.69,5e-06,0.0,400000.0,0.0
36.79,5e-06,0.0,400000.0,0.0
36.81,1e-05,0.0,400000.0,0.0
36.88,5e-06,0.0,400000.0,0.0
36.93,5e-06,0.0,400000.0,0.0
36.96,5e-06,0.0,400000.0,0.0
36.99,5e-06,0.0,400000.0,0.0
37.03,5e-06,0.0,400000.0,0.0
37.08,5e-06,0.0,400000.0,0.0
37.17,5e-06,0.0,400000.0,0.0
37.24,5e-06,0.0,400000.0,0.0
37.29,5e-06,0.0,400000.0,0.0
37.33,5e-06,0.0,400000.0,0.0
37.34,5e-06,0.0,400000.0,0.0
37.43,1e-05,0.0,400000.0,0.0
37.63,5e-06,0.0,400000.0,0.0
37.76,5e-06,0.0,400000.0,0.0
37.81,5e-06,0.0,400000.0,0.0
37.97,5e-06,0.0,400000.0,0.0
38.0,5e-06,0.0,400000.0,0.0
38.03,5e-06,0.0,400000.0,0.0
38.13,5e-06,0.0,400000.0,0.0
38.18,5e-06,0.0,400000.0,0.0
38.25,5e-06,0.0,400000.0,0.0
38.27,5e-06,0.0,400000.0,0.0
38.29,5e-06,0.0,400000.0,0.0
38.32,5e-06,0.0,400000.0,0.0
38.39,5e-06,0.0,400000.0,0.0
38.42,5e-06,0.0,400000.0,0.0
38.45,5e-06,0.0,400000.0,0.0
38.53,5e-06,0.0,400000.0,0.0
38.55,5e-06,0.0,400000.0,0.0
38.7,5e-06,0.0,400000.0,0.0
38.77,5e-06,0.0,400000.0,0.0
38.82,5e-06,0.0,400000.0,0.0
38.91,5e-06,0.0,400000.0,0.0
38.92,5e-06,0.0,400000.0,0.0
38.94,5e-06,0.0,400000.0,0.0
38.98,5e-06,0.0,400000.0,0.0
39.02,5e-06,0.0,400000.0,0.0
39.03,5e-06,0.0,400000.0,0.0
39.04,5e-06,0.0,400000.0,0.0
39.09,5e-06,0.0,400000.0,0.0
39.18,5e-06,0.0,400000.0,0.0
39.21,5e-06,0.0,400000.0,0.0
39.23,5e-06,0.0,400000.0,0.0
39.24,1e-05,0.0,400000.0,0.0
39.34,1e-05,0.0,400000.0,0.0
39.36,5e-06,0.0,400000.0,0.0
39.4,5e-06,0.0,400000.0,0.0
39.43,5e-06,0.0,400000.0,0.0
39.44,1e-05,0.0,400000.0,0.0
39.47,5e-06,0.0,400000.0,0.0
39.49,5e-06,0.0,400000.0,0.0
39.55,5e-06,0.0,400000.0,0.0
39.56,5e-06,0.0,400000.0,0.0
39.6,5e-06,0.0,400000.0,0.0
39.62,5e-06,0.0,400000.0,0.0
39.64,3.5e-05,0.0,400000.0,0.0
39.75,5e-06,0.0,400000.0,0.0
39.77,1e-05,0.0,400000.0,0.0
39.78,5e-06,0.0,400000.0,0.0
39.79,5e-06,0.0,400000.0,0.0
39.82,5e-06,0.0,400000.0,0.0
39.83,5e-06,0.0,400000.0,0.0
39.84,5e-06,0.0,400000.0,0.0
39.89,5e-06,0.0,400000.0,0.0
39.92,1e-05,0.0,400000.0,0.0
39.94,5e-06,0.0,400000.0,0.0
39.98,5e-06,0.0,400000.0,0.0
4.03,5e-06,0.0,400000.0,0.0
4.05,5e-06,0.0,400000.0,0.0
4.1,1.5e-05,0.0,400000.0,0.0
4.12,5e-06,0.0,400000.0,0.0
4.13,5e-06,0.0,400000.0,0.0
4.17,5e-06,0.0,400000.0,0.0
4.18,5e-06,0.0,400000.0,0.0
4.2,0.00013,0.0,400000.0,0.0
4.21,5e-06,0.0,400000.0,0.0
4.3,6e-05,0.0,400000.0,0.0
4.34,5e-06,0.0,400000.0,0.0
4.35,5e-06,0.0,400000.0,0.0
4.37,5e-06,0.0,400000.0,0.0
4.38,5e-06,0.0,400000.0,0.0
4.4,1e-05,0.0,400000.0,0.0
4.44,5e-06,0.0,400000.0,0.0
4.47,5e-06,0.0,400000.0,0.0
4.5,5e-06,0.0,400000.0,0.0
4.52,5e-06,0.0,400000.0,0.0
4.55,5e-06,0.0,400000.0,0.0
4.57,5e-06,0.0,400000.0,0.0
4.6,5e-06,0.0,400000.0,0.0
4.62,5e-06,0.0,400000.0,0.0
4.68,5e-06,0.0,400000.0,0.0
4.7,2e-05,0.0,400000.0,0.0
4.74,5e-06,0.0,400000.0,0.0
4.8,0.00069,0.0,400000.0,0.0
4.81,5e-06,0.0,400000.0,0.0
4.84,5e-06,0.0,400000.0,0.0
4.85,5e-06,0.0,400000.0,0.0
4.892857,5e-06,0.0,400000.0,0.0
4.9,9e-05,0.0,400000.0,0.0
4.96,5e-06,0.0,400000.0,0.0
4.98,1.5e-05,0.0,400000.0,0.0
4.99,5e-06,0.0,400000.0,0.0
40.0,1e-05,0.0,400000.0,0.0
40.01,5e-06,0.0,400000.0,0.0
40.02,5e-06,0.0,400000.0,0.0
40.1,1e-05,0.0,400000.0,0.0
40.14,5e-06,0.0,400000.0,0.0
40.16,5e-06,0.0,400000.0,0.0
40.19,5e-06,0.0,400000.0,0.0
40.22,5e-06,0.0,400000.0,0.0
40.23,1e-05,0.0,400000.0,0.0
40.26,5e-06,0.0,400000.0,0.0
40.28,5e-06,0.0,400000.0,0.0
40.29,5e-06,0.0,400000.0,0.0
40.31,5e-06,0.0,400000.0,0.0
40.33,5e-06,0.0,400000.0,0.0
40.34,5e-06,0.0,400000.0,0.0
40.36,1.5e-05,0.0,400000.0,0.0
40.37,5e-06,0.0,400000.0,0.0
40.39,5e-06,0.0,400000.0,0.0
40.44,5e-06,0.0,400000.0,0.0
40.47,5e-06,0.0,400000.0,0.0
40.48,5e-06,0.0,400000.0,0.0
40.51,5e-06,0.0,400000.0,0.0
40.53,1e-05,0.0,400000.0,0.0
40.54,5e-06,0.0,400000.0,0.0
40.55,5e-06,0.0,400000.0,0.0
40.56,5e-06,0.0,400000.0,0.0
40.57,1e-05,0.0,400000.0,0.0
40.58,5e-06,0.0,400000.0,0.0
40.61,5e-06,0.0,400000.0,0.0
40.62,5e-06,0.0,400000.0,0.0
40.65,5e-06,0.0,400000.0,0.0
40.7,5e-06,0.0,400000.0,0.0
40.75,5e-06,0.0,400000.0,0.0
40.77,5e-06,0.0,400000.0,0.0
40.78,5e-06,0.0,400000.0,0.0
40.85,5e-06,0.0,400000.0,0.0
40.87,5e-06,0.0,400000.0,0.0
40.88,1e-05,0.0,400000.0,0.0
40.9,5e-06,0.0,400000.0,0.0
40.91,5e-06,0.0,400000.0,0.0
40.99,5e-06,0.0,400000.0,0.0
41.01,5e-06,0.0,400000.0,0.0
41.02,3e-05,0.0,400000.0,0.0
41.06,1e-05,0.0,400000.0,0.0
41.13,5e-06,0.0,400000.0,0.0
41.14,5e-06,0.0,400000.0,0.0
41.18,5e-06,0.0,400000.0,0.0
41.19,1e-05,0.0,400000.0,0.0
41.2,5e-06,0.0,400000.0,0.0
41.21,1e-05,0.0,400000.0,0.0
41.26,5e-06,0.0,400000.0,0.0
41.28,5e-06,0.0,400000.0,0.0
41.32,1.5e-05,0.0,400000.0,0.0
41.33,5e-06,0.0,400000.0,0.0
41.38,5e-06,0.0,400000.0,0.0
41.41,5e-06,0.0,400000.0,0.0
41.43,5e-06,0.0,400000.0,0.0
41.44,5e-06,0.0,400000.0,0.0
41.45714,5e-06,0.0,400000.0,0.0
41.48,3e-05,0.0,400000.0,0.0
41.49,5e-06,0.0,400000.0,0.0
41.51,5e-06,0.0,400000.0,0.0
41.52,1e-05,0.0,400000.0,0.0
41.53,5e-06,0.0,400000.0,0.0
41.59,1e-05,0.0,400000.0,0.0
41.6,5e-06,0.0,400000.0,0.0
41.61,5e-06,0.0,400000.0,0.0
41.66,5e-06,0.0,400000.0,0.0
41.67,5e-06,0.0,400000.0,0.0
41.69,5e-06,0.0,400000.0,0.0
41.7,5e-06,0.0,400000.0,0.0
41.73,5e-06,0.0,400000.0,0.0
41.74,1e-05,0.0,400000.0,0.0
41.75,5e-06,0.0,400000.0,0.0
41.76,5e-06,0.0,400000.0,0.0
41.8,1.5e-05,0.0,400000.0,0.0
41.81,5e-06,0.0,400000.0,0.0
41.86,5e-06,0.0,400000.0,0.0
41.87,5e-06,0.0,400000.0,0.0
41.88,5e-06,0.0,400000.0,0.0
41.89,1e-05,0.0,400000.0,0.0
41.9,5e-06,0.0,400000.0,0.0
41.91,1e-05,0.0,400000.0,0.0
41.94,2.5e-05,0.0,400000.0,0.0
41.97,1.5e-05,0.0,400000.0,0.0
41.98,1.5e-05,0.0,400000.0,0.0
41.99,1.5e-05,0.0,400000.0,0.0
42.0,5e-06,0.0,400000.0,0.0
42.01,1e-05,0.0,400000.0,0.0
42.08,2e-05,0.0,400000.0,0.0
42.09,2e-05,0.0,400000.0,0.0
42.1,1e-05,0.0,400000.0,0.0
42.11,5e-06,0.0,400000.0,0.0
42.14,1e-05,0.0,400000.0,0.0
42.15,1.5e-05,0.0,400000.0,0.0
42.18,5e-06,0.0,400000.0,0.0
42.19,5e-06,0.0,400000.0,0.0
42.2,1e-05,0.0,400000.0,0.0
42.22,1e-05,0.0,400000.0,0.0
42.23,1e-05,0.0,400000.0,0.0
42.24,1e-05,0.0,400000.0,0.0
42.25,5e-06,0.0,400000.0,0.0
42.28,5e-06,0.0,400000.0,0.0
42.29,5e-06,0.0,400000.0,0.0
42.3,1e-05,0.0,400000.0,0.0
42.31,5e-06,0.0,400000.0,0.0
42.33,5e-06,0.0,400000.0,0.0
42.34,1e-05,0.0,400000.0,0.0
42.35,1e-05,0.0,400000.0,0.0
42.36,1e-05,0.0,400000.0,0.0
42.37,1e-05,0.0,400000.0,0.0
42.4,3e-05,0.0,400000.0,0.0
42.42,5e-06,0.0,400000.0,0.0
42.43,2e-05,0.0,400000.0,0.0
42.44,5e-06,0.0,400000.0,0.0
42.45,5e-06,0.0,400000.0,0.0
42.46,5e-06,0.0,400000.0,0.0
42.47,5e-06,0.0,400000.0,0.0
42.5,1e-05,0.0,400000.0,0.0
42.51,5e-06,0.0,400000.0,0.0
42.52,5e-06,0.0,400000.0,0.0
42.53,5e-06,0.0,400000.0,0.0
42.54,1e-05,0.0,400000.0,0.0
42.55,5e-06,0.0,400000.0,0.0
42.56,1e-05,0.0,400000.0,0.0
42.6,2e-05,0.0,400000.0,0.0
42.63,5e-06,0.0,400000.0,0.0
42.64,1e-05,0.0,400000.0,0.0
42.65,1.5e-05,0.0,400000.0,0.0
42.66,5e-06,0.0,400000.0,0.0
42.67,5e-06,0.0,400000.0,0.0
42.69,5e-06,0.0,400000.0,0.0
42.7,5e-06,0.0,400000.0,0.0
42.71,5e-06,0.0,400000.0,0.0
42.72,2e-05,0.0,400000.0,0.0
42.74,5e-06,0.0,400000.0,0.0
42.75,5e-06,0.0,400000.0,0.0
42.76,1e-05,0.0,400000.0,0.0
42.77,5e-06,0.0,400000.0,0.0
42.78,5e-06,0.0,400000.0,0.0
42.8,5e-06,0.0,400000.0,0.0
42.81,1e-05,0.0,400000.0,0.0
42.83,1.5e-05,0.0,400000.0,0.0
42.85,5e-06,0.0,400000.0,0.0
42.86,2e-05,0.0,400000.0,0.0
42.87,1.5e-05,0.0,400000.0,0.0
42.88,1e-05,0.0,400000.0,0.0
42.89,1.5e-05,0.0,400000.0,0.0
42.9,5e-06,0.0,400000.0,0.0
42.91,1e-05,0.0,400000.0,0.0
42.92,1e-05,0.0,400000.0,0.0
42.93,1e-05,0.0,400000.0,0.0
42.94,5e-06,0.0,400000.0,0.0
42.95,5e-06,0.0,400000.0,0.0
42.96,1.5e-05,0.0,400000.0,0.0
42.99,1e-05,0.0,400000.0,0.0
43.0,1.5e-05,0.0,400000.0,0.0
43.01,1.5e-05,0.0,400000.0,0.0
43.02,2e-05,0.0,400000.0,0.0
43.03,1.5e-05,0.0,400000.0,0.0
43.04,5e-06,0.0,400000.0,0.0
43.06,2e-05,0.0,400000.0,0.0
43.07,1e-05,0.0,400000.0,0.0
43.08,5e-06,0.0,400000.0,0.0
43.09,1e-05,0.0,400000.0,0.0
43.1,5e-06,0.0,400000.0,0.0
43.11,5e-06,0.0,400000.0,0.0
43.12,2e-05,0.0,400000.0,0.0
43.13,5e-06,0.0,400000.0,0.0
43.14,1e-05,0.0,400000.0,0.0
43.15,5e-06,0.0,400000.0,0.0
43.17,1e-05,0.0,400000.0,0.0
43.18,1.5e-05,0.0,400000.0,0.0
43.2,2e-05,0.0,400000.0,0.0
43.21,5e-06,0.0,400000.0,0.0
43.22,1.5e-05,0.0,400000.0,0.0
43.23,1e-05,0.0,400000.0,0.0
43.25,5e-06,0.0,400000.0,0.0
43.26,5e-06,0.0,400000.0,0.0
43.28,1e-05,0.0,400000.0,0.0
43.29,5e-06,0.0,400000.0,0.0
43.3,1e-05,0.0,400000.0,0.0
43.31,2.5e-05,0.0,400000.0,0.0
43.32,2.5e-05,0.0,400000.0,0.0
43.33,1e-05,0.0,400000.0,0.0
43.36,1.5e-05,0.0,400000.0,0.0
43.37,5e-06,0.0,400000.0,0.0
43.39,1e-05,0.0,400000.0,0.0
43.41,5e-06,0.0,400000.0,0.0
43.42,3e-05,0.0,400000.0,0.0
43.44,1e-05,0.0,400000.0,0.0
43.45,1e-05,0.0,400000.0,0.0
43.47,1e-05,0.0,400000.0,0.0
43.48,3.5e-05,0.0,400000.0,0.0
43.49,1e-05,0.0,400000.0,0.0
43.5,5e-06,0.0,400000.0,0.0
43.51,1e-05,0.0,400000.0,0.0
43.53,5e-06,0.0,400000.0,0.0
43.54,1e-05,0.0,400000.0,0.0
43.55,1e-05,0.0,400000.0,0.0
43.56,1e-05,0.0,400000.0,0.0
43.57,5e-06,0.0,400000.0,0.0
43.58,2.5e-05,0.0,400000.0,0.0
43.59,1e-05,0.0,400000.0,0.0
43.61,1e-05,0.0,400000.0,0.0
43.62,1e-05,0.0,400000.0,0.0
43.63,5e-06,0.0,400000.0,0.0
43.64,1e-05,0.0,400000.0,0.0
43.65,5e-06,0.0,400000.0,0.0
43.66,1.5e-05,0.0,400000.0,0.0
43.67,2e-05,0.0,400000.0,0.0
43.69,1.5e-05,0.0,400000.0,0.0
43.7,1e-05,0.0,400000.0,0.0
